epoch,step,train_loss,val_auc,val_f1,val_loss,val_map
47,13583,0.04974449425935745,,,,
48,13866,0.04991397634148598,,,,
49,14149,,0.3553413450717926,0.009441795758903027,0.04787801206111908,0.09661919623613358
49,14149,0.04966210573911667,,,,
50,14432,0.0498039647936821,,,,
51,14715,0.04978330060839653,,,,
52,14998,0.04954632371664047,,,,
53,15281,0.04964788258075714,,,,
54,15564,0.049687765538692474,,,,
55,15847,0.049639541655778885,,,,
56,16130,0.049534592777490616,,,,
57,16413,0.04970723018050194,,,,
58,16696,0.049767766147851944,,,,
59,16979,,0.3571277856826782,0.009111511521041393,0.04824173077940941,0.10047172009944916
59,16979,0.04962194710969925,,,,
60,17262,0.04956571012735367,,,,
61,17545,0.04949110001325607,,,,
62,17828,0.04968257248401642,,,,
63,18111,0.04959763586521149,,,,
64,18394,0.049607109278440475,,,,
65,18677,0.0495387427508831,,,,
66,18960,0.04965445399284363,,,,
67,19243,0.04955253005027771,,,,
68,19526,0.04965510964393616,,,,
69,19809,,0.35532641410827637,0.00984608381986618,0.04880491644144058,0.0979006364941597
69,19809,0.0495593287050724,,,,
70,20092,0.049525804817676544,,,,
71,20375,0.049539756029844284,,,,
72,20658,0.04970000311732292,,,,
73,20941,0.049510177224874496,,,,
74,21224,0.04951713606715202,,,,
75,21507,0.04950066655874252,,,,
76,21790,0.049681488424539566,,,,
77,22073,0.04950624704360962,,,,
78,22356,0.04954491928219795,,,,
79,22639,,0.36034318804740906,0.010332413949072361,0.04768547788262367,0.10469669103622437
79,22639,0.0494488961994648,,,,
80,22922,0.04944342374801636,,,,
81,23205,0.04959920421242714,,,,
82,23488,0.049423981457948685,,,,
83,23771,0.04943826049566269,,,,
84,24054,0.049569547176361084,,,,
85,24337,0.04948941618204117,,,,
86,24620,0.04953185096383095,,,,
87,24903,0.04941263794898987,,,,
88,25186,0.04924895986914635,,,,
89,25469,,0.35787203907966614,0.010476618073880672,0.04783917963504791,0.1035483255982399
89,25469,0.049539320170879364,,,,
90,25752,0.04954930394887924,,,,
91,26035,0.04945264384150505,,,,
92,26318,0.04939906671643257,,,,
93,26601,0.04958048462867737,,,,
94,26884,0.04947249963879585,,,,
95,27167,0.049526531249284744,,,,
96,27450,0.04939504712820053,,,,
97,27733,0.04960910603404045,,,,
98,28016,0.04939737915992737,,,,
99,28299,,0.36094585061073303,0.012144617736339569,0.047303568571805954,0.10566914081573486
99,28299,0.04926009103655815,,,,
100,28582,0.049356818199157715,,,,
101,28865,0.04945189133286476,,,,
102,29148,0.04936671257019043,,,,
103,29431,0.04951094090938568,,,,
104,29714,0.04937352240085602,,,,
105,29997,0.049456674605607986,,,,
106,30280,0.04935385286808014,,,,
107,30563,0.0493595190346241,,,,
108,30846,0.04953604191541672,,,,
109,31129,,0.35501623153686523,0.011315329931676388,0.048447396606206894,0.09849411994218826
109,31129,0.049419671297073364,,,,
110,31412,0.04946748539805412,,,,
111,31695,0.049377840012311935,,,,
112,31978,0.04945031553506851,,,,
113,32261,0.049314290285110474,,,,
114,32544,0.04947325959801674,,,,
115,32827,0.04941864684224129,,,,
116,33110,0.0491812489926815,,,,
117,33393,0.04934384301304817,,,,
118,33676,0.04929215833544731,,,,
119,33959,,0.35399165749549866,0.011885019950568676,0.048847515136003494,0.09921620786190033
119,33959,0.04930548369884491,,,,
120,34242,0.04932306334376335,,,,
121,34525,0.049307238310575485,,,,
122,34808,0.049188464879989624,,,,
123,35091,0.0493423268198967,,,,
124,35374,0.04930221289396286,,,,
125,35657,0.04933096468448639,,,,
126,35940,0.04931192472577095,,,,
127,36223,0.04921777918934822,,,,
128,36506,0.049417730420827866,,,,
129,36789,,0.35901135206222534,0.010127358138561249,0.04749085009098053,0.10341621190309525
129,36789,0.049278292804956436,,,,
130,37072,0.04927632585167885,,,,
131,37355,0.04909443110227585,,,,
132,37638,0.04931391403079033,,,,
133,37921,0.049393430352211,,,,
134,38204,0.0490783154964447,,,,
135,38487,0.049337562173604965,,,,
136,38770,0.049314968287944794,,,,
137,39053,0.04929737374186516,,,,
138,39336,0.04926752299070358,,,,
139,39619,,0.35733312368392944,0.012093983590602875,0.047559767961502075,0.10029159486293793
139,39619,0.0493849515914917,,,,
140,39902,0.04924490675330162,,,,
141,40185,0.04941403120756149,,,,
142,40468,0.04942256212234497,,,,
143,40751,0.04920482635498047,,,,
144,41034,0.04931982234120369,,,,
145,41317,0.04919362813234329,,,,
146,41600,0.04945006221532822,,,,
147,41883,0.04930943623185158,,,,
148,42166,0.049165990203619,,,,
149,42449,,0.36069968342781067,0.012770473957061768,0.047147687524557114,0.10621494799852371
149,42449,0.049328893423080444,,,,
150,42732,0.04931562393903732,,,,
151,43015,0.04917731508612633,,,,
152,43298,0.049332261085510254,,,,
153,43581,0.049404844641685486,,,,
154,43864,0.0492049939930439,,,,
155,44147,0.04929543659090996,,,,
156,44430,0.049176961183547974,,,,
157,44713,0.04917167127132416,,,,
158,44996,0.04923668131232262,,,,
159,45279,,0.3606143891811371,0.010683414526283741,0.04730360209941864,0.10671116411685944
159,45279,0.049216240644454956,,,,
160,45562,0.04923523962497711,,,,
161,45845,0.04936167970299721,,,,
162,46128,0.04920319840312004,,,,
163,46411,0.0491807647049427,,,,
164,46694,0.04913371428847313,,,,
165,46977,0.04921604320406914,,,,
166,47260,0.049277614802122116,,,,
167,47543,0.049385737627744675,,,,
168,47826,0.04916311427950859,,,,
169,48109,,0.3572275638580322,0.011290228925645351,0.04780726879835129,0.1021796464920044
169,48109,0.04935114085674286,,,,
170,48392,0.0493389330804348,,,,
171,48675,0.049177851527929306,,,,
172,48958,0.049167029559612274,,,,
173,49241,0.04923216253519058,,,,
174,49524,0.049414098262786865,,,,
175,49807,0.0490608774125576,,,,
176,50090,0.049204856157302856,,,,
177,50373,0.049131955951452255,,,,
178,50656,0.04937152564525604,,,,
179,50939,,0.3597508370876312,0.012180792167782784,0.047154344618320465,0.10556134581565857
179,50939,0.04920494183897972,,,,
180,51222,0.04935983568429947,,,,
181,51505,0.04929682984948158,,,,
182,51788,0.04934938624501228,,,,
183,52071,0.04918677732348442,,,,
184,52354,0.049209047108888626,,,,
185,52637,0.049200236797332764,,,,
186,52920,0.04921051859855652,,,,
187,53203,0.04935656115412712,,,,
188,53486,0.04917975515127182,,,,
189,53769,,0.36105355620384216,0.012806089594960213,0.047065287828445435,0.10634620487689972
189,53769,0.049293152987957,,,,
190,54052,0.04928408935666084,,,,
191,54335,0.04927608370780945,,,,
192,54618,0.049126237630844116,,,,
193,54901,0.049269285053014755,,,,
194,55184,0.049283046275377274,,,,
195,55467,0.049272626638412476,,,,
196,55750,0.049217063933610916,,,,
197,56033,0.049277350306510925,,,,
198,56316,0.049305472522974014,,,,
199,56599,,0.3604614734649658,0.012709793634712696,0.04703488573431969,0.10507093369960785
199,56599,0.049223415553569794,,,,
200,56882,0.04924268648028374,,,,
201,57165,0.04936392232775688,,,,
202,57448,0.049113087356090546,,,,
203,57731,0.04921117052435875,,,,
204,58014,0.049333393573760986,,,,
205,58297,0.049292534589767456,,,,
206,58580,0.049298156052827835,,,,
207,58863,0.049218591302633286,,,,
208,59146,0.049208320677280426,,,,
209,59429,,0.36125448346138,0.00857604667544365,0.047413378953933716,0.10624206066131592
209,59429,0.04919608309864998,,,,
210,59712,0.04928417503833771,,,,
211,59995,0.04941203072667122,,,,
212,60278,0.049356065690517426,,,,
213,60561,0.049186237156391144,,,,
214,60844,0.04914723336696625,,,,
215,61127,0.04924396052956581,,,,
216,61410,0.04928981512784958,,,,
217,61693,0.04930435121059418,,,,
218,61976,0.04932111129164696,,,,
219,62259,,0.36104777455329895,0.010357744060456753,0.04767594486474991,0.10609304904937744
219,62259,0.04920433834195137,,,,
220,62542,0.04936879500746727,,,,
221,62825,0.04932808876037598,,,,
222,63108,0.04929882660508156,,,,
223,63391,0.0490848645567894,,,,
224,63674,0.04922103509306908,,,,
225,63957,0.0492456778883934,,,,
226,64240,0.04918470233678818,,,,
227,64523,0.04918820783495903,,,,
228,64806,0.04933435469865799,,,,
229,65089,,0.3609555959701538,0.012136932462453842,0.04732165485620499,0.10571599751710892
229,65089,0.049197833985090256,,,,
230,65372,0.048940207809209824,,,,
231,65655,0.04935593158006668,,,,
232,65938,0.0492071658372879,,,,
233,66221,0.04910938814282417,,,,
234,66504,0.04937325790524483,,,,
235,66787,0.0491291768848896,,,,
236,67070,0.04898104444146156,,,,
237,67353,0.04937868192791939,,,,
238,67636,0.049097318202257156,,,,
239,67919,,0.3619561791419983,0.009968073107302189,0.046811554580926895,0.10884777456521988
239,67919,0.04939045384526253,,,,
240,68202,0.049252208322286606,,,,
241,68485,0.049091920256614685,,,,
242,68768,0.049332037568092346,,,,
243,69051,0.049222253262996674,,,,
244,69334,0.04916363209486008,,,,
245,69617,0.04927431046962738,,,,
246,69900,0.049170881509780884,,,,
247,70183,0.049132734537124634,,,,
248,70466,0.049185704439878464,,,,
249,70749,,0.3585491478443146,0.014199801720678806,0.04728173837065697,0.10278546810150146
249,70749,0.04914330318570137,,,,
250,71032,0.049299146980047226,,,,
251,71315,0.04910703003406525,,,,
252,71598,0.049207646399736404,,,,
253,71881,0.049142803996801376,,,,
254,72164,0.04912009835243225,,,,
255,72447,0.049149103462696075,,,,
256,72730,0.049122896045446396,,,,
257,73013,0.0491274930536747,,,,
258,73296,0.049171123653650284,,,,
259,73579,,0.35776394605636597,0.013442730531096458,0.04812854528427124,0.10515693575143814
259,73579,0.04898444935679436,,,,
260,73862,0.04921481013298035,,,,
261,74145,0.04901209473609924,,,,
262,74428,0.049362897872924805,,,,
263,74711,0.04908372834324837,,,,
264,74994,0.04907902330160141,,,,
265,75277,0.049167875200510025,,,,
266,75560,0.04925728589296341,,,,
267,75843,0.04913906008005142,,,,
268,76126,0.049162283539772034,,,,
269,76409,,0.3609364628791809,0.009525357745587826,0.047175999730825424,0.10684417188167572
269,76409,0.049194637686014175,,,,
270,76692,0.04910663142800331,,,,
271,76975,0.04908173158764839,,,,
272,77258,0.04911058396100998,,,,
273,77541,0.04920763894915581,,,,
274,77824,0.04904591664671898,,,,
275,78107,0.04911179840564728,,,,
276,78390,0.04901350662112236,,,,
277,78673,0.04922815412282944,,,,
278,78956,0.04915933683514595,,,,
279,79239,,0.36125943064689636,0.01194536592811346,0.047424957156181335,0.10493158549070358
279,79239,0.04916253685951233,,,,
280,79522,0.049310825765132904,,,,
281,79805,0.04927479848265648,,,,
282,80088,0.049145426601171494,,,,
283,80371,0.04942305386066437,,,,
284,80654,0.049153104424476624,,,,
285,80937,0.049053970724344254,,,,
286,81220,0.049276310950517654,,,,
287,81503,0.04918074607849121,,,,
288,81786,0.049170710146427155,,,,
289,82069,,0.3610820770263672,0.012367338873445988,0.04749033972620964,0.10588018596172333
289,82069,0.04899149388074875,,,,
290,82352,0.04901941120624542,,,,
291,82635,0.049109723418951035,,,,
292,82918,0.04915235936641693,,,,
293,83201,0.04916730150580406,,,,
294,83484,0.04904818907380104,,,,
295,83767,0.04932856187224388,,,,
296,84050,0.04907035082578659,,,,
297,84333,0.04909839108586311,,,,
298,84616,0.04906487464904785,,,,
299,84899,,0.3590499460697174,0.012896021828055382,0.0470808781683445,0.10422635823488235
299,84899,0.049217771738767624,,,,
300,85182,0.049145154654979706,,,,
301,85465,0.049165911972522736,,,,
302,85748,0.04901793971657753,,,,
303,86031,0.04916876181960106,,,,
304,86314,0.04913876950740814,,,,
305,86597,0.049093130975961685,,,,
306,86880,0.049070145934820175,,,,
307,87163,0.04916521906852722,,,,
308,87446,0.04917624220252037,,,,
309,87729,,0.35921886563301086,0.013200965709984303,0.04744389280676842,0.10536791384220123
309,87729,0.04903632402420044,,,,
310,88012,0.04903721064329147,,,,
311,88295,0.048978399485349655,,,,
312,88578,0.04914245009422302,,,,
313,88861,0.04931528866291046,,,,
314,89144,0.0490572564303875,,,,
315,89427,0.04901295527815819,,,,
316,89710,0.04918366298079491,,,,
317,89993,0.048931002616882324,,,,
318,90276,0.04919380322098732,,,,
319,90559,,0.360916405916214,0.013592874631285667,0.047095563262701035,0.10709305852651596
319,90559,0.04912338778376579,,,,
320,90842,0.049076128751039505,,,,
321,91125,0.04908250272274017,,,,
322,91408,0.04915718361735344,,,,
323,91691,0.049279142171144485,,,,
324,91974,0.049189262092113495,,,,
325,92257,0.04907920956611633,,,,
326,92540,0.04910525307059288,,,,
327,92823,0.0491957850754261,,,,
328,93106,0.04903194308280945,,,,
329,93389,,0.3509233891963959,0.015565547160804272,0.051006242632865906,0.09915952384471893
329,93389,0.04908452555537224,,,,
330,93672,0.04925164580345154,,,,
331,93955,0.049152277410030365,,,,
332,94238,0.04932159185409546,,,,
333,94521,0.049061473459005356,,,,
334,94804,0.04925617203116417,,,,
335,95087,0.04903319105505943,,,,
336,95370,0.049184542149305344,,,,
337,95653,0.049054328352212906,,,,
338,95936,0.04921018332242966,,,,
339,96219,,0.3599277436733246,0.011748111806809902,0.04762042313814163,0.1039862260222435
339,96219,0.049241647124290466,,,,
